Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
294,277,Venom,1,$4.99,05/09/18,Marvel,"5,144"
295,262,Army of Darkness Halloween Special One Shot,,$4.99,10/24/18,Dynamite,"5,122"
296,260,Zombie Tramp Ongoing,53,$4.99,10/10/18,Action Lab,"5,113"
297,278,Judge Dredd Toxic,1*,$3.99,10/24/18,IDW,"5,094"
298,304,Rose,13,$3.99,10/10/18,Image,"4,913"
299,296,Barbarella,10,$3.99,10/03/18,Dynamite,"4,900"
300,306,Birthright,32,$3.99,10/10/18,Image,"4,897"
301,285,Bloodborne,6,$3.99,10/24/18,Titan,"4,858"
302,305,Disney Frozen Breaking Boundaries,3,$3.99,10/17/18,Dark Horse,"4,852"
303,307,Curse Words,17,$3.99,10/17/18,Image,"4,846"
304,297,Spongebob Comics,85,$3.99,10/10/18,United Plankton,"4,838"
305,308,Shanghai Red,5,$3.99,10/31/18,Image,"4,831"
306,284,Lollipop Kids,1*,$3.99,10/03/18,Aftershock,"4,817"
307,298,Dejah Thoris,9,$3.99,10/17/18,Dynamite,"4,810"
308,309,Beasts of Burden Wise Dogs and Eldritch Men,3,$3.99,10/24/18,Dark Horse,"4,784"
309,310,Redlands,7,$3.99,10/03/18,Image,"4,765"
310,301,Black Badge,3,$3.99,10/17/18,Boom,"4,762"
311,300,Barbarella,11,$3.99,10/31/18,Dynamite,"4,755"
312,288,Last Space Race,1*,$3.99,10/10/18,Aftershock,"4,731"
313,257,Barack Panther,1,$4.99,10/03/18,Antarctic,"4,721"
314,272,Return of Wolverine,1,$4.99,09/19/18,Marvel,"4,699"
315,313,MCMLXXV,2,$3.99,10/17/18,Image,"4,664"
316,314,Death Orb,1,$3.99,10/03/18,Dark Horse,"4,645"
317,289,Man-Eaters,2 Iridescent,$4.99,10/31/18,Image,"4,633"
318,294,Taarna,3,$3.99,10/03/18,Heavy Metal,"4,531"
319,380,Scooby Doo Where Are You,95,$2.99,10/17/18,DC,"4,402"
320,322,Hack Slash Resurrection,12,$3.99,10/17/18,Image,"4,371"
321,327,Stellar,5,$3.99,10/17/18,Image,"4,316"
322,302,Dark Souls Age of Fire,4,$3.99,10/03/18,Titan,"4,262"
323,315,Coda,6,$3.99,10/24/18,Boom,"4,235"
324,316,Quantum & Woody,11,$3.99,10/17/18,Valiant,"4,226"
325,338,Faith Dreamside,2,$3.99,10/31/18,Valiant,"4,211"
326,336,Usagi Yojimbo,7,$3.99,10/24/18,Dark Horse,"4,163"
327,340,Burnouts,2,$3.99,10/24/18,Image,"4,118"
328,279,Punisher,1,$4.99,08/22/18,Marvel,"4,116"
329,320,Babyteeth,13,$3.99,10/24/18,Aftershock,"4,048"
330,226,Planet of the Apes Time of Man,1,$7.99,10/31/18,Boom,"4,038"
331,352,Venom,2,$3.99,06/13/18,Marvel,"4,030"
332,346,Last Siege,5,$3.99,10/03/18,Image,"3,999"
333,239,Tank Girl Full Color Classics 1989-1990,2,$6.99,10/17/18,Titan,"3,904"
334,330,Animosity,16,$3.99,10/10/18,Aftershock,"3,900"
335,312,Grimm Fairy Tales,22,$3.99,10/24/18,Zenescope,"3,870"
336,354,Days of Hate,9,$3.99,10/24/18,Image,"3,865"
337,333,Transformers Bumblebee Movie Prequel,4,$3.99,10/03/18,IDW,"3,823"
338,335,Steven Universe Ongoing,21,$3.99,10/17/18,Boom,"3,798"
339,337,Ghostbusters Crossing Over,7,$3.99,10/17/18,IDW,"3,788"
340,237,From Hell Master Edition,1,$7.99,10/10/18,IDW,"3,786"
341,355,Hey Kids Comics,3,$3.99,10/10/18,Image,"3,758"
342,341,Tangled Hair Raising Adventures,1,$3.99,10/10/18,IDW,"3,755"
343,357,Savage Dragon,239,$3.99,10/17/18,Image,"3,741"
344,343,WWE,21,$3.99,10/03/18,Boom,"3,685"
345,345,Game of Thrones Clash of Kings,13,$3.99,10/10/18,Dynamite,"3,654"
346,374,Joe Golem,2,$3.99,10/10/18,Dark Horse,"3,631"
347,323,Spookhouse 2,2,$3.99,10/10/18,Albatross,"3,622"
348,321,Spidergeddon,0,$4.99,09/26/18,Marvel,"3,616"
349,324,Black Knight,1,$3.99,10/10/18,Zenescope,"3,614"
350,364,Dragon Age Deception,1,$3.99,10/17/18,Dark Horse,"3,612"
351,351,Nancy Drew,5,$3.99,10/31/18,Dynamite,"3,603"
352,350,Xena,9,$3.99,10/17/18,Dynamite,"3,599"
353,325,Elric White Wolf,2,$3.99,10/10/18,Titan,"3,597"
354,375,Edge of Spider-Geddon,2,$3.99,08/29/18,Marvel,"3,569"
355,329,Grimm Fairy Tales,21,$3.99,10/10/18,Zenescope,"3,567"
356,319,She Could Fly,4,$4.99,10/10/18,Dark Horse,"3,563"
357,326,Thanos Legacy,1,$4.99,09/05/18,Marvel,"3,556"
358,331,Spookhouse 2,3,$3.99,10/17/18,Albatross,"3,527"
359,328,Web of Venom Ve Nam,1,$4.99,08/29/18,Marvel,"3,516"
360,332,Spookhouse 2,4,$3.99,10/24/18,Albatross,"3,496"
361,378,Rumble,8,$3.99,10/17/18,Image,"3,411"
362,411,Archies Halloween Spectacular,1,$2.99,10/10/18,Archie,"3,399"
363,358,Uber Invasion,16,$3.99,10/03/18,Avatar,"3,390"
364,359,Amory Wars Good Apollo,12,$3.99,10/10/18,Boom,"3,367"
365,383,Aphrodite V,4,$3.99,10/17/18,Image,"3,305"
366,368,Devil Within,1,$3.99,10/10/18,Black Mask,"3,280"
367,342,Wayward,30,$4.99,10/31/18,Image,"3,271"
368,371,Uber Invasion,17,$3.99,10/31/18,Avatar,"3,242"
369,303,Punisher,2,$3.99,09/26/18,Marvel,"3,240"
370,370,Steven Universe Harmony,3,$3.99,10/03/18,Boom,"3,237"
371,393,Beauty,24,$3.99,10/10/18,Image,"3,218"
372,397,Thief of Thieves,41,$3.99,10/03/18,Image,"3,164"
373,361,Revenge of Wonderland,4,$3.99,10/24/18,Zenescope,"3,063"
