Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
384,385,Normandy Gold,5,$3.99,01/10/18,Titan,"2,280"
385,427,Batman,37,$2.99,12/20/17,DC,"2,261"
386,397,Mighty Crusaders,2,$3.99,01/10/18,Archie,"2,226"
387,389,Quarrys War,2,$3.99,01/03/18,Titan,"2,217"
388,390,Doctor Who 10th Year Three,12,$3.99,12/27/17,Titan,"2,211"
389,392,Brilliant Trash,3,$3.99,01/17/18,Aftershock,"2,173"
390,406,Hellboy Krampusnacht,1,$3.99,12/20/17,Dark Horse,"2,168"
391,399,Damned,7,$3.99,01/10/18,Oni,"2,159"
392,400,Giant Days,34,$3.99,01/03/18,Boom,"2,140"
393,393,Grimm Fairy Tales Tarot,4,$3.99,01/31/18,Zenescope,"2,136"
394,394,Larks Killer,5,$3.99,01/31/18,Devil's Due,"2,121"
395,401,Dread Gods,3,$3.99,01/31/18,IDW,"2,106"
396,403,Atomic Robo Spectre of Tomorrow,3,$3.99,01/03/18,IDW,"2,057"
397,396,Sink,4,$3.99,01/24/18,Comixtribe,"2,054"
398,363,Sherlock Great Game,6,$4.99,01/03/18,Titan,"2,029"
399,338,Knights of the Dinner Table,251,$5.99,01/24/18,Kenzer,"2,015"
400,415,Teen Titans,15,$3.99,12/27/17,DC,"2,002"
401,405,Comic Book History of Comics Comics For All,2,$3.99,01/24/18,IDW,"1,999"
402,340,Millennium Girl Who Kicked The Hornets Nest,2,$5.99,01/10/18,Titan,"1,997"
403,408,Stretch Armstrong & Flex Fighters,1,$3.99,01/31/18,IDW,"1,980"
404,410,Atomic Robo Spectre of Tomorrow,4,$3.99,01/31/18,IDW,"1,955"
405,787,Deadpool and Mercs For Money,1,$3.99,07/20/16,Marvel,"1,951"
406,377,Trumps Titans Vs. Mark Zuckerberg,1,$4.99,01/10/18,Keenspot,"1,918"
407,289,Belladonna Fire Fury,3 Nude,$7.99,01/31/18,Avatar,"1,884"
408,295,Belladonna Fire Fury,2 Nude,$7.99,01/03/18,Avatar,"1,857"
409,414,Teether,1,$3.99,01/17/18,Antarctic,"1,840"
410,404,Fighting American,4,$3.99,01/10/18,Titan,"1,838"
411,416,Gravetrancers,2,$3.99,01/31/18,Black Mask,"1,811"
412,375,Belladonna Fire Fury,2,$5.99,01/03/18,Avatar,"1,760"
413,424,Super Sons,11,$3.99,12/20/17,DC,"1,739"
414,411,Hatchet,2,$3.99,01/03/18,American Mythology,"1,736"
415,353,Black Crown Quarterly,2,$6.99,01/31/18,IDW,"1,727"
416,419,Aspen Universe Decimation,4,$3.99,01/17/18,Aspen,"1,720"
417,413,Saucer State,6*,$3.99,01/10/18,IDW,"1,696"
418,382,Belladonna Fire Fury,3,$5.99,01/31/18,Avatar,"1,686"
419,384,Jungle Fantasy Survivors,8,$5.99,01/31/18,Avatar,"1,683"
420,425,Zodiac Starforce Cries of Fire Prince,3,$3.99,01/24/18,Dark Horse,"1,670"
421,372,Atlas and Axis,1,$5.99,01/10/18,Titan,"1,631"
422,374,Grimm Tales of Terror 2017 B&W One Shot,,$5.99,01/31/18,Zenescope,"1,630"
423,391,Lookers Ember,5,$5.99,01/31/18,Avatar,"1,605"
424,318,Jungle Fantasy Survivors,8,$7.99,01/31/18,Avatar,"1,603"
425,314,Lookers Ember,5,$7.99,01/31/18,Avatar,"1,601"
426,409,Weird Love,22,$4.99,01/17/18,IDW,"1,589"
427,418,Star Wars Last Jedi Storms of Crait,1,$4.99,12/27/17,Marvel,"1,569"
428,420,Captain Canuck 2017,2,$3.99,01/24/18,Chapterhouse,"1,567"
429,421,Grimm Fairy Tales Dance of the Dead,3,$3.99,12/27/17,Zenescope,"1,556"
430,436,Ringside,14,$3.99,01/24/18,Image,"1,541"
431,438,Elephantmen,80,$3.99,01/31/18,Image,"1,538"
432,660,True Believers Wolverine Origin,1,$1.00,02/08/17,Marvel,"1,535"
433,422,Alters,9,$3.99,01/10/18,Aftershock,"1,523"
434,667,Secret Wars,1,$4.99,05/06/15,Marvel,"1,518"
435,426,Killer Instinct,4,$3.99,01/17/18,Dynamite,"1,517"
436,442,Doctor Strange,382,$3.99,01/17/18,Marvel,"1,507"
437,672,Star Wars Vader Down,1,$4.99,11/18/15,Marvel,"1,500"
438,428,Agent 47 Birth of Hitman,3,$3.99,01/24/18,Dynamite,"1,496"
439,679,Deadpools Secret Secret Wars,1,$4.99,05/20/15,Marvel,"1,472"
440,398,All Time Comics Blind Justice,2,$5.99,01/31/18,Fantagraphics,"1,466"
441,888,Deadpool,18,$3.99,09/14/16,Marvel,"1,461"
442,890,Black Panther,5,$3.99,08/10/16,Marvel,"1,460"
443,678,True Believers Marvel Zombies,1,$1.00,04/01/15,Marvel,"1,449"
444,431,Puppet Master Curtain Call,3,$3.99,01/17/18,Action Lab,"1,432"
445,439,Made Men,5,$3.99,01/17/18,Oni,"1,392"
446,446,Underwinter Field of Feathers,4,$3.99,01/31/18,Image,"1,390"
447,477,Batman,36,$2.99,12/06/17,DC,"1,380"
448,451,Batman Who Laughs,1,$3.99,12/13/17,DC,"1,351"
449,480,Action Comics,994,$2.99,12/27/17,DC,"1,343"
450,430,Infinite Loop Nothing But The Truth,3*,$3.99,01/03/18,IDW,"1,303"
451,443,Gold Digger,249,$3.99,01/17/18,Antarctic,"1,296"
452,432,Ghost Money,6,$3.99,01/10/18,Lion Forge,"1,293"
453,433,Lost Fleet Corsair,5,$3.99,01/10/18,Titan,"1,291"
454,423,Popeye Classics,65,$4.99,01/03/18,IDW,"1,287"
455,698,True Believers Wolverine Weapon X,1,$1.00,02/08/17,Marvel,"1,284"
456,435,John Carpenter Tales of Sci Fi Vortex,3,$3.99,01/03/18,Storm King,"1,281"
457,437,The Beautiful Death (Statix),5,$3.99,01/31/18,Titan,"1,276"
458,537,Doppelganger,2,$1.50,01/17/18,Alterna,"1,270"
459,490,Wonder Woman,37,$2.99,12/27/17,DC,"1,257"
460,706,Chewbacca,1,$3.99,10/14/15,Marvel,"1,250"
461,900,Star Wars Poe Dameron,3,$3.99,07/20/16,Marvel,"1,236"
462,407,Under (Statix),2,$5.99,01/17/18,Titan,"1,205"
463,448,The Forevers,5,$3.99,01/24/18,Black Mask,"1,152"
464,470,Mister Miracle,5,$3.99,12/13/17,DC,"1,151"
465,449,John Carpenter Tales of Sci Fi Vortex,4,$3.99,01/31/18,Storm King,"1,135"
466,458,Jupiter Jet,2,$3.99,01/17/18,Action Lab,"1,126"
467,472,Throwaways,11,$3.99,01/03/18,Image,"1,111"
468,464,Kaijumax Season 3,6,$3.99,01/31/18,Oni,"1,093"
469,978,Black Panther,6,$3.99,09/14/16,Marvel,"1,092"
470,463,Hero Cats,20,$3.99,01/03/18,Action Lab,"1,090"
471,556,Mr Crypt,3,$1.50,01/17/18,Alterna,"1,088"
472,466,Infinite Loop Nothing But The Truth,4,$3.99,01/31/18,IDW,"1,083"
473,467,Lazaretto,5,$3.99,01/31/18,Boom,"1,072"
474,468,Overtaken,5,$3.99,01/31/18,Aspen,"1,071"
475,455,Call of the Suicide Forest,1,$3.99,01/17/18,Amigo,"1,059"
476,739,True Believers Star Wars Shattered Empire,1,$1.00,05/04/16,Marvel,"1,040"
477,457,Long Lost,3,$3.99,01/31/18,Scout,"1,032"
478,434,Malefic,4,$4.99,01/17/18,Devil's Due,"1,029"
479,476,Old Man Logan,31,$3.99,01/10/18,Marvel,"1,025"
480,959,Thunderbolts,1,$3.99,05/04/16,Marvel,"1,019"
481,856,Secret Wars,7,$3.99,11/11/15,Marvel,"1,016"
482,459,Alien Bounty Hunter,3,$3.99,01/17/18,Vault,"1,013"
483,445,Miraculous,21,$4.99,01/17/18,Action Lab,"1,004"
484,461,Dan Dare,4,$3.99,01/03/18,Titan,999
485,462,Catalyst Prime Summit,2,$3.99,01/17/18,Lion Forge,995
486,1008,Civil War II Amazing Spider-Man,1,$3.99,06/08/16,Marvel,991
487,1009,Deadpool and Mercs For Money,2,$3.99,08/10/16,Marvel,990
488,1016,Mosaic,4,$3.99,01/08/17,Marvel,977
489,452,Miraculous,20,$4.99,01/17/18,Action Lab,974
490,819,Howard The Duck,1,$3.99,03/11/15,Marvel,960
491,478,Hellboy & BPRD 1955 Occult Intelligence,1,$3.99,09/13/17,Dark Horse,950
492,910,Secret Wars,4,$3.99,07/01/15,Marvel,950
493,453,Best of Rocketeer Adventures,,$4.99,01/24/18,IDW,949
494,580,Amazing Age,5,$1.50,01/17/18,Alterna,940
495,487,Batman Teenage Mutant Ninja Turtles II,2,$3.99,12/20/17,DC,939
496,492,Amazing Spider-Man,793,$3.99,12/27/17,Marvel,927
497,773,Giant Size Little Marvel,1,$3.99,06/03/15,Marvel,925
498,517,Superman,37,$2.99,12/20/17,DC,925
499,776,True Believers Wolverine X-23,1,$1.00,02/15/17,Marvel,921
500,794,Star Wars Shattered Empire,1,$3.99,09/09/15,Marvel,919
